Speaker_code	Hometown	Sex	Age_1	Clan	Sub_clan	Orator	Token_ID	Word	Word_class	Nasal_drop	Fol_seg	Tense	Subj_person
GJJ	Limol	M	30-45	Ddɨliag	Tizag	Y	86	allan	auxiliary	n	C	prs	1
GJJ	Limol	M	30-45	Ddɨliag	Tizag	Y	88	dan	copula	0	C	prs	1
GJJ	Limol	M	30-45	Ddɨliag	Tizag	Y	91	dan	copula	n	V	prs	3
GJJ	Limol	M	30-45	Ddɨliag	Tizag	Y	95	allan	auxiliary	n	#	prs	1
JJD	Limol	M	30-45	Yamkong	Därälag	Y	21	dan	copula	n	V	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	23	dan	copula	0	##	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	37	dan	copula	0	##	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	40	dan	copula	0	##	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	46	dan	copula	0	V	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	56	allan	auxiliary	0	V	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	60	bogon	auxiliary	n	V	fut	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	65	dan	copula	0	##	prs	2
JJD	Limol	M	30-45	Yamkong	Därälag	Y	67	dan	copula	0	##	prs	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	69	bogon	auxiliary	n	C	fut	3
JJD	Limol	M	30-45	Yamkong	Därälag	Y	73	dan	copula	0	##	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	3	dan	copula	0	##	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	41	dan	copula	0	V	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	49	gogon	auxiliary	n	##	rem	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	98	dan	copula	0	V	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	103	allan	auxiliary	n	##	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	120	dan	copula	0	#	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	131	allan	auxiliary	0	C	prs	1
KDD	Limol	M	46-61	Yamkong	Pallong	Y	140	bogon	auxiliary	n	C	fut	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	143	dan	copula	0	C	prs	1
KDD	Limol	M	46-61	Yamkong	Pallong	Y	145	dan	copula	0	##	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	176	gogon	auxiliary	n	##	rem	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	188	dan	copula	0	#	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	197	allan	auxiliary	n	V	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	216	dan	copula	n	#	prs	1
KDD	Limol	M	46-61	Yamkong	Pallong	Y	236	dan	copula	n	V	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	248	dan	copula	0	C	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	255	allan	auxiliary	0	##	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	256	allan	auxiliary	0	V	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	257	allan	auxiliary	n	C	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	260	allan	auxiliary	0	##	prs	3
KDD	Limol	M	46-61	Yamkong	Pallong	Y	278	dan	copula	0	##	prs	3
